--- Training Clean Model ---
Epoch 97/100 - Loss: 0.0023, Accuracy: 99.99%, LR: 0.000394
Epoch 98/100 - Loss: 0.0025, Accuracy: 99.98%, LR: 0.000222
Epoch 99/100 - Loss: 0.0024, Accuracy: 99.97%, LR: 0.000099
Epoch 100/100 - Loss: 0.0024, Accuracy: 99.98%, LR: 0.000025

--- Training Patch-Poisoned Model (1%) ---
Epoch 1/100 - Loss: 1.9540, Accuracy: 29.13%, LR: 0.100000
Epoch 2/100 - Loss: 1.3287, Accuracy: 51.28%, LR: 0.099975
Epoch 3/100 - Loss: 0.9899, Accuracy: 64.59%, LR: 0.099901
Epoch 4/100 - Loss: 0.7755, Accuracy: 72.83%, LR: 0.099778
Epoch 5/100 - Loss: 0.6570, Accuracy: 77.35%, LR: 0.099606
Epoch 6/100 - Loss: 0.5796, Accuracy: 80.02%, LR: 0.099384
Epoch 7/100 - Loss: 0.5363, Accuracy: 81.68%, LR: 0.099114
Epoch 8/100 - Loss: 0.5090, Accuracy: 82.54%, LR: 0.098796
Epoch 9/100 - Loss: 0.4896, Accuracy: 83.16%, LR: 0.098429
Epoch 10/100 - Loss: 0.4681, Accuracy: 83.90%, LR: 0.098015
Epoch 11/100 - Loss: 0.4561, Accuracy: 84.53%, LR: 0.097553
Epoch 12/100 - Loss: 0.4314, Accuracy: 85.19%, LR: 0.097044
Epoch 13/100 - Loss: 0.4227, Accuracy: 85.61%, LR: 0.096489
Epoch 14/100 - Loss: 0.4216, Accuracy: 85.70%, LR: 0.095888
Epoch 15/100 - Loss: 0.4045, Accuracy: 85.91%, LR: 0.095241
Epoch 16/100 - Loss: 0.3989, Accuracy: 86.39%, LR: 0.094550
Epoch 17/100 - Loss: 0.3862, Accuracy: 86.72%, LR: 0.093815
Epoch 18/100 - Loss: 0.3786, Accuracy: 87.13%, LR: 0.093037
Epoch 19/100 - Loss: 0.3743, Accuracy: 87.22%, LR: 0.092216
Epoch 20/100 - Loss: 0.3603, Accuracy: 87.74%, LR: 0.091354
Epoch 21/100 - Loss: 0.3625, Accuracy: 87.51%, LR: 0.090451
Epoch 22/100 - Loss: 0.3496, Accuracy: 88.06%, LR: 0.089508
Epoch 23/100 - Loss: 0.3492, Accuracy: 88.17%, LR: 0.088526
Epoch 24/100 - Loss: 0.3440, Accuracy: 88.36%, LR: 0.087506
Epoch 25/100 - Loss: 0.3344, Accuracy: 88.53%, LR: 0.086448
Epoch 26/100 - Loss: 0.3291, Accuracy: 88.84%, LR: 0.085355
Epoch 27/100 - Loss: 0.3223, Accuracy: 88.94%, LR: 0.084227
Epoch 28/100 - Loss: 0.3219, Accuracy: 88.95%, LR: 0.083066
